"Nombre" "Plataforma" "Fecha" "Genero" "VentasEEUU" "VentasEU" "VentasJP" "VentasOtros" "Ventas"
"8157" "EyeToy: Groove" "PS2" "2003" "Misc" 0.09 0.07 0 0.02 0.18
"8158" "Twisted Metal: Small Brawl" "PS" "N/A" "Action" 0.1 0.07 0 0.01 0.18
"8159" "Disgaea 4: A Promise Unforgotten" "PSV" "2014" "Role-Playing" 0.04 0.04 0.08 0.02 0.18
"8160" "Charlie and the Chocolate Factory" "GC" "2005" "Adventure" 0.14 0.04 0 0 0.18
"8161" "Armored Core: Last Raven" "PS2" "2005" "Simulation" 0.05 0.04 0.08 0.01 0.18
"8162" "Tomb Raider: Underworld" "PS2" "2009" "Action" 0.09 0.04 0 0.05 0.18
"8163" "All Grown Up! Express Yourself" "GBA" "2004" "Misc" 0.13 0.05 0 0 0.18
"8164" "College Hoops 2K7" "PS3" "2007" "Sports" 0.16 0 0 0.01 0.18
"8165" "K-1 World Grand Prix" "PS2" "2002" "Sports" 0.04 0.03 0.1 0.01 0.18
"8166" "Skate it" "DS" "2008" "Sports" 0.14 0.02 0 0.01 0.18
"8167" "Kidou Senshi Gundam: Senjou no Kizuna Portable" "PSP" "2009" "Strategy" 0 0 0.18 0 0.18
"8168" "Otomedius Excellent" "X360" "N/A" "Shooter" 0.13 0 0.04 0.01 0.18
"8169" "Super Robot Taisen A Portable" "PSP" "2008" "Strategy" 0 0 0.18 0 0.18
"8170" "Juiced" "XB" "2005" "Racing" 0.13 0.04 0 0.01 0.18
"8171" "Looney Tunes: Back in Action" "GBA" "2003" "Platform" 0.13 0.05 0 0 0.18
"8172" "Virtua Tennis" "GBA" "2002" "Sports" 0.13 0.05 0 0 0.18
"8173" "Tales of the Tempest" "DS" "2006" "Role-Playing" 0 0 0.18 0 0.18
"8174" "SimCity Creator (JP sales)" "DS" "2008" "Simulation" 0 0 0.18 0 0.18
"8175" "Biohazard: Revival Selection" "PS3" "2011" "Action" 0 0 0.18 0 0.18
"8176" "Sonic Riders: Zero Gravity" "PS2" "2008" "Racing" 0.09 0.07 0 0.02 0.18
"8177" "Driver: San Francisco" "Wii" "2011" "Racing" 0.06 0.09 0 0.02 0.18
"8178" "UFC: Sudden Impact" "PS2" "2004" "Fighting" 0.09 0.07 0 0.02 0.18
"8179" "Shawn Johnson Gymnastics" "Wii" "2010" "Sports" 0.17 0 0 0.01 0.18
"8180" "NBA Hoopz" "PS2" "2001" "Sports" 0.09 0.07 0 0.02 0.18
"8181" "Captain America: Super Soldier" "X360" "2011" "Action" 0.11 0.05 0 0.01 0.18
"8182" "TRON: Evolution" "DS" "2010" "Action" 0.12 0.04 0 0.01 0.18
"8183" "Pac-Man World 3" "DS" "2005" "Platform" 0.16 0 0 0.01 0.18
"8184" "ESPN X Games Skateboarding" "GBA" "2001" "Sports" 0.13 0.05 0 0 0.18
"8185" "Nancy Drew: The Hidden Staircase" "DS" "2008" "Adventure" 0.16 0 0 0.01 0.18
"8186" "Brunswick Cosmic Bowling" "Wii" "2010" "Sports" 0.17 0 0 0.01 0.18
"8187" "Star Wars: Battlefront II" "PC" "2005" "Shooter" 0.02 0.13 0 0.03 0.18
"8188" "Speedball 2100" "PS" "2000" "Sports" 0.1 0.07 0 0.01 0.18
"8189" "LEGO Island 2: The Brickster's Revenge" "PS" "2001" "Adventure" 0.1 0.07 0 0.01 0.18
"8190" "College Hoops 2K8" "X360" "2007" "Sports" 0.16 0 0 0.01 0.18
"8191" "FIFA 17" "X360" "2016" "Sports" 0.03 0.13 0 0.01 0.18
"8192" "Fancy Nancy: Tea Party Time!" "DS" "2010" "Adventure" 0.17 0 0 0.01 0.18
"8193" "Backyard Basketball" "GBA" "2004" "Sports" 0.13 0.05 0 0 0.18
"8194" "Madden NFL 09" "XB" "2008" "Sports" 0.13 0.04 0 0.01 0.18
"8195" "Scooby-Doo! Unmasked" "GBA" "2005" "Platform" 0.13 0.05 0 0 0.18
"8196" "Summon Night 4" "PS2" "2006" "Role-Playing" 0 0 0.18 0 0.18
"8197" "Pro Yaky? Spirits 5" "PS2" "2008" "Sports" 0 0 0.18 0 0.18
"8198" "NHL 2004" "XB" "2003" "Sports" 0.13 0.04 0 0.01 0.18
"8199" "Namco Museum: 50th Anniversary" "XB" "2005" "Misc" 0.13 0.04 0 0.01 0.18
"8200" "You Don't Know Jack" "PS3" "2011" "Misc" 0.16 0 0 0.01 0.18
"8201" "Marvel Super Hero Squad: The Infinity Gauntlet" "PS3" "2010" "Action" 0.12 0.03 0 0.02 0.18
"8202" "NFL 2K2" "XB" "2002" "Sports" 0.13 0.04 0 0.01 0.18
"8203" "My French Coach" "DS" "2007" "Misc" 0.15 0.02 0 0.01 0.18
"8204" "Camp Rock: The Final Jam" "DS" "2010" "Misc" 0.14 0.02 0 0.01 0.18
"8205" "NBA Starting Five" "PS2" "N/A" "Sports" 0.09 0.07 0 0.02 0.18
"8206" "Castlevania Judgment" "Wii" "2008" "Fighting" 0.13 0.02 0.01 0.01 0.18
"8207" "Dead or Alive Paradise" "PSP" "2010" "Misc" 0.07 0.02 0.07 0.02 0.17
"8208" "The Suffering: Ties That Bind" "PS2" "2005" "Action" 0.09 0.07 0 0.02 0.17
"8209" "Disney Sing It: Family Hits" "PS3" "2010" "Misc" 0.11 0.04 0 0.02 0.17
"8210" "Ashes Cricket 2009" "PS3" "2009" "Sports" 0 0.16 0 0.02 0.17
"8211" "EyeToy: Kinetic" "PS2" "2005" "Sports" 0.09 0.07 0 0.02 0.17
"8212" "Petz: Horseshoe Ranch" "DS" "2009" "Adventure" 0.16 0 0 0.01 0.17
"8213" "Army Men: Sarge's Heroes 2" "PS2" "2001" "Shooter" 0.09 0.07 0 0.02 0.17
"8214" "Stormrise" "PS3" "2009" "Strategy" 0.13 0.02 0 0.02 0.17
"8215" "Yu-Gi-Oh! Zexal World Duel Carnival" "3DS" "2013" "Misc" 0 0.08 0.08 0.01 0.17
"8216" "Winning Eleven: Pro Evolution Soccer 2007" "DS" "2006" "Sports" 0 0 0.17 0 0.17
"8217" "Green Lantern: Rise of the Manhunters" "PS3" "2011" "Action" 0.09 0.05 0 0.03 0.17
"8218" "Monkey Island: Special Edition Collection" "PC" "2011" "Adventure" 0 0.14 0 0.04 0.17
"8219" "Broken Sword: Shadows of the Templars - The Director's Cut" "DS" "2009" "Adventure" 0.07 0.09 0 0.02 0.17
"8220" "The Wild Thornberrys: Animal Adventures" "PS" "2000" "Adventure" 0.1 0.07 0 0.01 0.17
"8221" "MotoGP 10/11" "PS3" "2011" "Racing" 0.04 0.1 0 0.04 0.17
"8222" "Jikkyou Powerful Pro Baseball 2016" "PSV" "2016" "Sports" 0 0 0.17 0 0.17
"8223" "SEGA Bass Fishing Duel" "PS2" "2002" "Sports" 0.09 0.07 0 0.02 0.17
"8224" "Teen Titans" "GBA" "N/A" "Action" 0.13 0.05 0 0 0.17
"8225" "Hyperdimension Neptunia U: Action Unleashed" "PSV" "2014" "Action" 0.07 0.02 0.06 0.03 0.17
"8226" "Sports Illustrated for Kids: Baseball" "GBA" "2001" "Sports" 0.12 0.05 0 0 0.17
"8227" "Fairytale Fights" "PS3" "2009" "Action" 0.11 0.04 0 0.02 0.17
"8228" "Mark Davis Pro Bass Challenge" "PS2" "2002" "Sports" 0.09 0.07 0 0.02 0.17
"8229" "Rugrats: Royal Ransom" "GC" "2002" "Platform" 0.13 0.03 0 0 0.17
"8230" "Warriors of Might and Magic" "PS2" "2001" "Adventure" 0.09 0.07 0 0.02 0.17
"8231" "Open Season" "GC" "2006" "Platform" 0.13 0.03 0 0 0.17
"8232" "The Chronicles of Narnia: Prince Caspian" "PS3" "2008" "Action" 0.14 0.02 0 0.02 0.17
"8233" "Back to the Future: The Game" "PS4" "2015" "Adventure" 0.1 0.04 0 0.03 0.17
"8234" "Project Spark" "XOne" "2014" "Misc" 0.11 0.05 0 0.02 0.17
"8235" "Backyard Sports Football: Rookie Rush" "DS" "2010" "Sports" 0.16 0 0 0.01 0.17
"8236" "Street Fighter: The Movie" "PS" "1995" "Fighting" 0.1 0.07 0 0.01 0.17
"8237" "Lost in Blue 3" "DS" "2007" "Adventure" 0.09 0.02 0.06 0.01 0.17
"8238" "World Championship Poker" "GBA" "2004" "Misc" 0.12 0.05 0 0 0.17
"8239" "Global Defence Force" "PS2" "2005" "Shooter" 0 0 0.17 0 0.17
"8240" "Rapala Fishing Frenzy 2009" "PS3" "2008" "Sports" 0.16 0 0 0.01 0.17
"8241" "Major League Baseball 2K6" "GC" "2006" "Sports" 0.13 0.03 0 0 0.17
"8242" "Major League Baseball 2K9" "PS3" "2009" "Sports" 0.16 0 0 0.01 0.17
"8243" "SaGa 2: Hihou Densetsu - Goddess of Destiny" "DS" "2009" "Role-Playing" 0 0 0.17 0 0.17
"8244" "Smash Court Tennis Pro Tournament" "PS2" "2002" "Sports" 0.08 0.07 0 0.02 0.17
"8245" "The Cursed Crusade" "PS3" "2011" "Action" 0.07 0.07 0.01 0.03 0.17
"8246" "Super Robot Taisen L" "DS" "2010" "Strategy" 0 0 0.17 0 0.17
"8247" "The Grim Adventures of Billy & Mandy" "GC" "2006" "Action" 0.13 0.03 0 0 0.17
"8248" "NBA Inside Drive 2004" "XB" "2003" "Sports" 0.13 0.04 0 0.01 0.17
"8249" "The King of Fighters '97" "PS" "1998" "Fighting" 0 0 0.16 0.01 0.17
"8250" "Dungeon Siege III" "PC" "2011" "Role-Playing" 0.08 0.08 0 0.02 0.17
"8251" "Cabela's Big Game Hunter: Hunting Party" "X360" "2011" "Sports" 0.16 0 0 0.01 0.17
"8252" "Time Commando" "PS" "1996" "Action" 0.1 0.07 0 0.01 0.17
"8253" "Professional Fisherman's Tour: Northern Hemisphere" "DS" "2007" "Sports" 0.16 0 0 0.01 0.17
"8254" "Iron Chef America: Supreme Cuisine" "Wii" "2008" "Simulation" 0.16 0 0 0.01 0.17
"8255" "Kekkaishi: Karasumori Ayakashi Kidan" "DS" "2007" "Action" 0 0 0.17 0 0.17
"8256" "Gretzky NHL 2005" "PS2" "2004" "Sports" 0.08 0.07 0 0.02 0.17
"8257" "FaceBreaker" "PS3" "2008" "Fighting" 0.13 0.03 0 0.02 0.17
"8258" "Squeeballs Party" "DS" "2009" "Puzzle" 0.16 0 0 0.01 0.17
"8259" "NCAA Football 09 All-Play" "Wii" "2008" "Sports" 0.16 0 0 0.01 0.17
"8260" "Yakuza Zero: The Place of Oath" "PS4" "2015" "Action" 0 0 0.17 0 0.17
"8261" "The Hobbit" "GC" "2003" "Platform" 0.13 0.03 0 0 0.17
"8262" "The Secret World" "PC" "2012" "Role-Playing" 0.07 0.08 0 0.02 0.17
"8263" "NHL 2K9" "X360" "2008" "Sports" 0.15 0.01 0 0.01 0.17
"8264" "X-Men: The Official Game" "X360" "2006" "Action" 0.16 0.01 0 0.01 0.17
"8265" "True Crime: New York City" "GC" "2005" "Action" 0.13 0.03 0 0 0.17
"8266" "Metal Arms: Glitch in the System" "XB" "2003" "Shooter" 0.13 0.04 0 0.01 0.17
"8267" "PlayStation Move Heroes" "PS3" "2011" "Platform" 0.08 0.06 0 0.03 0.17
"8268" "The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune" "PSP" "2012" "Action" 0 0 0.17 0 0.17
"8269" "Ice Age: Dawn of the Dinosaurs" "PS2" "2009" "Action" 0.08 0.07 0 0.02 0.17
"8270" "ESPN Final Round Golf 2002" "GBA" "2001" "Sports" 0.12 0.05 0 0 0.17
"8271" "MDK2 Armageddon" "PS2" "2001" "Shooter" 0.08 0.07 0 0.02 0.17
"8272" "Exhibition Volume 02" "XB" "2003" "Misc" 0.13 0.04 0 0.01 0.17
"8273" "Watchmen: The End is Nigh - The Complete Experience" "PS3" "2009" "Action" 0.08 0.07 0 0.02 0.17
"8274" "Fight Night Round 2" "GC" "2005" "Fighting" 0.13 0.03 0 0 0.17
"8275" "Sudoku Gridmaster" "DS" "2006" "Puzzle" 0.13 0.03 0 0.01 0.17
"8276" "Disney's Atlantis: The Lost Empire" "PS" "2001" "Platform" 0.1 0.07 0 0.01 0.17
"8278" "The King of Fighters '97" "SAT" "1998" "Fighting" 0 0 0.17 0 0.17
"8279" "Tamagotchi no Narikiri Challenge" "DS" "2010" "Action" 0 0 0.17 0 0.17
"8280" "Goosebumps HorrorLand" "Wii" "2008" "Adventure" 0.16 0 0 0.01 0.17
"8281" "One Piece: Unlimited World Red" "PSV" "2014" "Action" 0.06 0.04 0.04 0.03 0.17
"8282" "Space Battleship Yamato: Harukanaru Hoshi Iscandar" "PS" "1999" "Strategy" 0 0 0.16 0.01 0.17
"8283" "Sound Novel Evolution 1: Otogirisou Sosei-Hen" "PS" "1999" "Adventure" 0 0 0.16 0.01 0.17
"8284" "Dementium: The Ward" "DS" "2007" "Shooter" 0.15 0.01 0 0.01 0.17
"8285" "Psi-Ops: The Mindgate Conspiracy" "XB" "2004" "Shooter" 0.13 0.04 0 0.01 0.17
"8286" "SWAT: Global Strike Team" "XB" "2003" "Shooter" 0.13 0.04 0 0.01 0.17
"8287" "Despicable Me: The Game" "PSP" "2010" "Platform" 0.05 0.08 0 0.04 0.17
"8288" "MX World Tour Featuring Jamie Little" "PS2" "2005" "Racing" 0.08 0.07 0 0.02 0.17
"8289" "Goblin Commander: Unleash the Horde" "PS2" "2003" "Strategy" 0.08 0.07 0 0.02 0.17
"8290" "Hello Kitty: Happy Party Pals" "GBA" "2005" "Misc" 0.12 0.05 0 0 0.17
"8291" "Ringling Bros. and Barnum & Bailey: Circus Friends" "DS" "2009" "Action" 0.16 0 0 0.01 0.17
"8292" "Backyard NFL Football '09" "PS2" "2008" "Sports" 0.08 0.07 0 0.02 0.17
"8293" "World Destruction League: Thunder Tanks" "PS2" "2000" "Action" 0.08 0.07 0 0.02 0.17
"8294" "Shin Megami Tensei IV: Final" "3DS" "2016" "Role-Playing" 0.03 0 0.14 0 0.17
"8295" "Age of Empires III: Complete Collection" "PC" "2009" "Strategy" 0.01 0.12 0 0.03 0.17
"8296" "Finding Nemo: Escape to the Big Blue" "DS" "2006" "Action" 0.12 0.04 0 0.01 0.17
"8297" "Backyard Baseball '10" "PS2" "2009" "Sports" 0.08 0.07 0 0.02 0.17
"8298" "Resident Evil Director's Cut: Dual Shock Edition" "PS" "1997" "Action" 0 0 0.16 0.01 0.17
"8299" "The Lord of the Rings: Aragorn's Quest" "PS3" "2010" "Action" 0.1 0.04 0 0.02 0.17
"8300" "Top Spin 2" "X360" "2006" "Sports" 0.15 0.01 0 0.01 0.17
"8301" "N3 II: Ninety-Nine Nights" "X360" "2010" "Action" 0.06 0.07 0.04 0.01 0.17
"8302" "The King of Fighters '95" "PS" "1996" "Fighting" 0 0 0.16 0.01 0.17
"8303" "RoadKill" "PS2" "2003" "Action" 0.08 0.07 0 0.02 0.17
"8304" "Hanjuku Eiyuu Tai 3D" "PS2" "2003" "Role-Playing" 0 0 0.17 0 0.17
"8305" ".hack//G.U. Vol.3//Redemption" "PS2" "2007" "Role-Playing" 0 0 0.17 0 0.17
"8306" "Chuck E. Cheese's Party Games" "Wii" "2010" "Misc" 0.16 0 0 0.01 0.17
"8308" "Looney Tunes: Back in Action" "GC" "2003" "Platform" 0.13 0.03 0 0 0.17
"8309" "Tak: The Great Juju Challenge" "GBA" "2005" "Platform" 0.12 0.05 0 0 0.17
"8310" "Macross Ultimate Frontier" "PSP" "2009" "Action" 0 0 0.17 0 0.17
"8311" "Cabela's Legendary Adventures" "PSP" "2008" "Sports" 0.16 0 0 0.01 0.17
"8312" "Jillian Michaels Fitness Ultimatum 2011" "Wii" "2010" "Sports" 0.16 0 0 0.01 0.17
"8313" "Pursuit Force: Extreme Justice" "PSP" "2007" "Action" 0.07 0.07 0 0.03 0.17
"8314" "Backbreaker" "PS3" "N/A" "Sports" 0.16 0 0 0.01 0.17
"8315" "Hunter: The Reckoning Redeemer" "XB" "2003" "Action" 0.13 0.04 0 0.01 0.17
"8316" "The Rise of the Argonauts" "X360" "2008" "Role-Playing" 0.03 0.12 0 0.01 0.17
"8317" "NHL 07" "PSP" "2006" "Sports" 0.13 0.02 0 0.02 0.17
"8318" "Pro Evolution Soccer 2014" "PSP" "2013" "Action" 0 0.03 0.14 0 0.17
"8320" "Fighter Maker" "PS" "1998" "Fighting" 0.05 0.04 0.07 0.01 0.17
"8321" "Bee Movie Game" "X360" "2007" "Action" 0.16 0 0 0.01 0.17
"8322" "Backyard NFL Football '10" "Wii" "2009" "Sports" 0.16 0 0 0.01 0.17
"8323" "Professor Heinz Wolff's Gravity" "Wii" "2008" "Puzzle" 0.04 0.12 0 0.02 0.17
"8324" "Thief: Deadly Shadows" "XB" "2004" "Action" 0.13 0.04 0 0.01 0.17
"8325" "Buzz! Brain of the UK" "PS3" "2009" "Misc" 0 0.15 0 0.02 0.17
"8326" "NBA 09: The Inside" "PSP" "2008" "Sports" 0.16 0 0 0.01 0.17
"8327" "Transformers: Prime" "3DS" "2012" "Action" 0.13 0.03 0 0.01 0.17
"8328" "Batman Begins" "GBA" "2005" "Action" 0.12 0.05 0 0 0.17
"8329" "Transformer: Rise of the Dark Spark" "X360" "2014" "Action" 0.09 0.07 0 0.02 0.17
"8330" "Glover" "PS" "1999" "Platform" 0.09 0.06 0 0.01 0.17
"8331" "Dragon Ball GT: Game Boy Advance Video Volume 1" "GBA" "2004" "Misc" 0.12 0.05 0 0 0.17
"8332" "Luxor 3" "Wii" "2008" "Puzzle" 0.16 0 0 0.01 0.17
"8333" "Bratz Kidz" "Wii" "2008" "Misc" 0.16 0 0 0.01 0.17
"8334" "Fairytale Fights" "X360" "2009" "Action" 0.14 0.02 0 0.01 0.17
"8335" "James Cameron's Dark Angel" "PS2" "N/A" "Action" 0.08 0.07 0 0.02 0.17
"8336" "MotoGP 09/10" "X360" "2010" "Racing" 0.07 0.09 0 0.02 0.17
"8337" "Mahjong Fight Club" "PSP" "2004" "Misc" 0 0 0.17 0 0.17
"8338" "World Driver Championship" "N64" "1999" "Racing" 0.14 0.03 0 0 0.17
"8339" "Bomberman 64: The Second Attack!" "N64" "1999" "Adventure" 0.05 0.01 0.11 0 0.17
"8340" "Turok 3: Shadow of Oblivion" "N64" "2000" "Shooter" 0.12 0.05 0 0 0.17
"8341" "Spawn: Armageddon" "XB" "2003" "Action" 0.13 0.04 0 0.01 0.17
"8342" "Codename: Kids Next Door: Game Boy Advance Video Volume 1" "GBA" "2004" "Misc" 0.12 0.05 0 0 0.17
"8343" "Zoo Hospital" "Wii" "2008" "Simulation" 0.14 0.01 0 0.01 0.17
"8344" "Pokémon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video" "GBA" "2004" "Misc" 0.12 0.05 0 0 0.17
"8345" "Time and Eternity" "PS3" "2012" "Role-Playing" 0.06 0.03 0.06 0.02 0.17
"8346" "Major League Baseball 2K9" "PS2" "2009" "Sports" 0.08 0.06 0 0.02 0.17
"8347" "Gundam Assault Survive" "PSP" "2010" "Action" 0 0 0.17 0 0.17
"8348" "Disney TH!NK Fast: The Ultimate Trivia Showdown" "PS2" "2008" "Misc" 0.08 0.06 0 0.02 0.17
"8349" "Fate/Stay Night [Réalta Nua]" "PS2" "2007" "Adventure" 0 0 0.17 0 0.17
"8350" "Disney's Home on the Range" "GBA" "2004" "Action" 0.12 0.04 0 0 0.17
"8351" "Sid Meier's Civilization IV" "PC" "2005" "Strategy" 0.02 0.12 0 0.03 0.17
"8352" "Jikkyou Powerful Pro Yakyuu 2013" "PSP" "2013" "Sports" 0 0 0.17 0 0.17
"8353" "Space Griffon VF-9" "PS" "1995" "Role-Playing" 0.02 0.02 0.12 0.01 0.17
"8354" "Family Feud Decades" "Wii" "2010" "Misc" 0.16 0 0 0.01 0.17
"8355" "NBA Live 16" "PS4" "2015" "Sports" 0.1 0.04 0 0.03 0.17
"8356" "CSI: Fatal Conspiracy" "X360" "2010" "Adventure" 0.11 0.04 0 0.01 0.17
"8357" "Solitaire Overload Plus" "DS" "2010" "Misc" 0.16 0 0 0.01 0.17
"8358" ".hack//G.U. Vol.1//Rebirth" "PS2" "2006" "Role-Playing" 0 0 0.17 0 0.17
"8359" "Gyakuten Saiban 3" "GBA" "2004" "Adventure" 0 0 0.16 0 0.17
"8360" "Tak: Mojo Mistake" "DS" "2008" "Action" 0.16 0 0 0.01 0.17
"8361" "Gallop Racer 2001" "PS2" "2001" "Sports" 0.05 0.04 0.06 0.01 0.17
"8362" "Nightmare Creatures II" "PS" "2000" "Action" 0.09 0.06 0 0.01 0.17
"8363" "Marble Saga: Kororinpa" "Wii" "2009" "Puzzle" 0.1 0.06 0 0.02 0.17
"8364" "Fuzion Frenzy 2" "X360" "2007" "Misc" 0.14 0.01 0 0.01 0.17
"8365" "Catwoman" "PS2" "2004" "Action" 0.08 0.06 0 0.02 0.17
"8366" "Monsters vs. Aliens" "X360" "2009" "Action" 0.12 0.03 0 0.01 0.17
"8367" "Country Dance: All Stars" "X360" "2012" "Action" 0.16 0 0 0.01 0.17
"8368" "Garfield: Lasagna World Tour" "PS2" "2007" "Action" 0.08 0.06 0 0.02 0.17
"8369" "Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1" "GBA" "2004" "Misc" 0.12 0.04 0 0 0.17
"8370" "Disney's Planes" "Wii" "2013" "Simulation" 0.08 0.07 0 0.02 0.17
"8371" "Bomberman Land" "Wii" "2007" "Misc" 0.11 0.02 0.03 0.01 0.17
"8372" "Bomberman B-Daman" "SNES" "1996" "Shooter" 0 0 0.17 0 0.17
"8373" "Terminator 3: The Redemption" "PS2" "2004" "Shooter" 0.08 0.06 0 0.02 0.17
"8374" "World Destruction League: Thunder Tanks" "PS" "2000" "Action" 0.09 0.06 0 0.01 0.17
"8375" "Beat Down: Fists of Vengeance" "PS2" "2005" "Action" 0.04 0.03 0.09 0.01 0.17
"8376" "Reloaded" "PS" "1996" "Action" 0.09 0.06 0 0.01 0.17
"8377" "Sword of the Samurai" "PS2" "N/A" "Fighting" 0 0 0.17 0 0.17
"8378" "MotoGP 15" "PS4" "2015" "Racing" 0 0.12 0.03 0.02 0.17
"8379" "SSX On Tour" "GC" "2005" "Sports" 0.13 0.03 0 0 0.17
"8380" "Hot Wheels: Beat That!" "X360" "2007" "Racing" 0.15 0 0 0.01 0.17
"8381" "G-Force" "X360" "2009" "Action" 0.11 0.05 0 0.01 0.17
"8382" "James Bond 007: Everything or Nothing" "GBA" "2003" "Shooter" 0.12 0.04 0 0 0.17
"8383" "Naruto Shippuden: Ultimate Ninja 5" "PS2" "2007" "Fighting" 0 0 0.17 0 0.17
"8384" "Shrek Extra Large" "GC" "2002" "Platform" 0.13 0.03 0 0 0.17
"8385" "Final Fantasy V" "PS" "1998" "Role-Playing" 0 0 0.16 0.01 0.17
"8386" "World Tour Soccer 2006" "PS2" "2004" "Sports" 0.08 0.06 0 0.02 0.17
"8387" "Gunvalkyrie" "XB" "2002" "Shooter" 0.13 0.04 0 0.01 0.17
"8388" "NickToons: Racing" "PS" "2001" "Racing" 0.09 0.06 0 0.01 0.17
"8389" "VR Golf '97" "PS" "1996" "Sports" 0.09 0.06 0 0.01 0.17
"8390" "Michael Jackson: The Experience 3D" "3DS" "2011" "Misc" 0.13 0.03 0 0.01 0.17
"8391" "State of Emergency" "XB" "2003" "Action" 0.13 0.04 0 0.01 0.17
"8392" "Digimon Story: Cyber Sleuth" "PSV" "2015" "Role-Playing" 0 0 0.17 0 0.17
"8393" "Off-World Interceptor Extreme" "PS" "1995" "Racing" 0.09 0.06 0 0.01 0.17
"8394" "Bakugan Battle Brawlers: Defenders of the Core" "Wii" "2010" "Action" 0.15 0.01 0 0.01 0.17
"8395" "Disney Golf" "PS2" "2002" "Sports" 0.07 0.06 0.02 0.02 0.17
"8396" "The Naked Brothers Band: The Video Game" "PS2" "2008" "Misc" 0.08 0.06 0 0.02 0.17
"8397" "Custom Robo Arena" "DS" "2006" "Fighting" 0.02 0.02 0.12 0 0.17
"8398" "Clock Tower II: The Struggle Within" "PS" "1998" "Adventure" 0.02 0.01 0.12 0.01 0.17
"8399" "Batman Beyond: Return of the Joker" "PS" "2000" "Action" 0.09 0.06 0 0.01 0.17
"8400" "Surf's Up" "Wii" "2007" "Sports" 0.15 0 0 0.01 0.17
"8401" "Jikkyou Powerful Pro Baseball 2016" "PS4" "2016" "Sports" 0 0 0.17 0 0.17
"8402" "Mega Man Network Transmission" "GC" "2003" "Platform" 0.13 0.03 0 0 0.17
"8403" "I'm A Celebrity: Get Me Out of Here!" "Wii" "2009" "Misc" 0 0.16 0 0.01 0.17
"8404" "Pursuit Force" "PSP" "2005" "Racing" 0.14 0.01 0 0.02 0.17
"8405" "Densetsu no Stafi 4" "DS" "2006" "Platform" 0 0 0.17 0 0.17
"8406" "Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales)" "PS2" "2008" "Role-Playing" 0 0 0.17 0 0.17
"8407" "Naval Assault: The Killing Tide" "X360" "2010" "Simulation" 0.08 0.07 0 0.02 0.17
"8408" "Tokimeki Memorial: Private Collection" "PS" "1996" "Misc" 0 0 0.16 0.01 0.17
"8409" "RC Revenge Pro" "PS2" "2000" "Racing" 0.08 0.06 0 0.02 0.17
"8410" "Valkyria Chronicles" "PS4" "2016" "Role-Playing" 0.06 0.04 0.05 0.02 0.17
"8411" "Hellboy: The Science of Evil" "PS3" "2008" "Action" 0.13 0.02 0 0.02 0.17
"8412" "Backyard Wrestling: Don't Try This at Home" "XB" "2003" "Fighting" 0.13 0.04 0 0.01 0.17
"8413" "Zoo Keeper" "DS" "2004" "Puzzle" 0.1 0.01 0.05 0.01 0.17
"8414" "Gauntlet: Dark Legacy" "XB" "2002" "Action" 0.13 0.04 0 0.01 0.17
"8415" "Toukiden Kiwami" "PS4" "2015" "Action" 0.05 0.07 0.02 0.02 0.17
"8416" "Far East of Eden II: Manji Maru" "PS2" "2003" "Role-Playing" 0 0 0.17 0 0.17
"8417" "Lost Kingdoms" "GC" "2002" "Role-Playing" 0.1 0.02 0.04 0 0.17
"8418" "WRC 2: FIA World Rally Championship" "PS3" "2011" "Racing" 0 0.13 0 0.04 0.17
"8419" "Blood Bowl" "X360" "2009" "Sports" 0.13 0.03 0 0.01 0.17
"8420" "Matchbox Cross Town Heroes" "GBA" "2002" "Racing" 0.12 0.04 0 0 0.17
"8421" "Wolfenstein 3D" "GBA" "2002" "Shooter" 0.12 0.04 0 0 0.17
"8422" "Nobunaga no Yabou: Tenshoki" "SNES" "1996" "Strategy" 0 0 0.17 0 0.17
"8423" "Learning to Spell" "DS" "2010" "Misc" 0.16 0 0 0.01 0.17
"8424" "Go, Diego, Go! Safari Rescue" "DS" "2007" "Adventure" 0.15 0.01 0 0.01 0.17
"8425" "Super Power League" "SNES" "1993" "Sports" 0 0 0.17 0 0.17
"8426" "Easy Piano" "DS" "2009" "Misc" 0.04 0.11 0 0.02 0.17
"8427" "Street Fighter Alpha 2" "SNES" "1996" "Fighting" 0 0 0.17 0 0.17
"8428" "Dragon Quest X" "3DS" "2014" "Role-Playing" 0 0 0.17 0 0.17
"8429" "Payday 2" "XOne" "2015" "Shooter" 0.08 0.07 0 0.01 0.17
"8430" "25 to Life" "XB" "2006" "Shooter" 0.12 0.04 0 0.01 0.17
"8431" "Sumikko Gurashi: Koko ga Ochitsukundesu" "3DS" "2014" "Action" 0 0 0.17 0 0.17
"8432" "NASCAR '15" "X360" "2015" "Sports" 0.15 0 0 0.02 0.17
"8433" "TransFormers Animated: The Game" "DS" "2008" "Action" 0.15 0.01 0 0.01 0.17
"8434" "Fracture" "PS3" "2008" "Shooter" 0.11 0.04 0 0.02 0.17
"8435" "Sega Superstars" "PS2" "2004" "Misc" 0.08 0.06 0 0.02 0.17
